date,datetime,narrow_bands,open,close,trend,call_strike,put_strike,call_p,put_p,c_dist_p,p_dist_p,final_signal,temp_signal,high,low,volume,wap,count,SMA5,SMA50,RSI,ATR,ATR_percent,ATR_up,ATR_down,MACD,MACDSignal,MACDHist,bb_up,bb_mid,bb_low,band_width,tech_signal,minutes_since_open,remaining_intervals,SellCall_profit,SellPut_profit,SellIronCondor_profit,day,day_high,day_low,day_high_remaining_2,day_low_remaining_2,new_day,day_group,day_high_remaining,day_low_remaining,date_num,x
20250207 19:25:00 Europe/Berlin,2025-02-07 19:25:00+01:00,False,6052.11,6052.66,DOWN,6095.0,6010.0,0.865,0.8668,0.7,0.7,StrategyEnum.Hold,StrategyEnum.Hold,6053.99,6051.34,0,0,284,6053.53,6056.35,54.58,7.5,0.12394044083675446,6060.16169348635,6045.15830651365,0.5896743726207205,-1.8963457759256162,2.486020148546337,6057.57,6042.96,6028.34,29.2,StrategyEnum.Hold,235,31,,,,663,6053.99,6051.34,6053.99,6051.34,False,8,6055.68,6019.96,2025-02-07 19:25,671
20250207 19:30:00 Europe/Berlin,2025-02-07 19:30:00+01:00,False,6052.7,6054.14,UP,6095.0,6015.0,0.8603,0.85,0.67,0.65,StrategyEnum.Hold,StrategyEnum.Hold,6054.73,6051.98,0,0,282,6053.73,6055.8,55.87,7.16,0.11830395082957249,6061.302286808754,6046.977713191247,0.9982333014368123,-1.3174299604531305,2.315663261889943,6058.87,6043.88,6028.88,30.0,StrategyEnum.Hold,240,30,,,,664,6054.73,6051.98,6054.73,6051.98,False,8,6055.68,6019.96,2025-02-07 19:30,672
20250207 19:35:00 Europe/Berlin,2025-02-07 19:35:00+01:00,False,6054.09,6055.49,UP,6095.0,6015.0,0.8563,0.8622,0.65,0.67,StrategyEnum.Hold,StrategyEnum.Hold,6055.68,6053.75,0,0,277,6053.95,6055.25,57.07,6.79,0.11210574266821813,6062.2785520367,6048.7014479633,1.414645757900871,-0.7710148167823302,2.1856605746832014,6060.18,6044.87,6029.56,30.6,StrategyEnum.Hold,245,29,,,,665,6055.68,6053.75,6055.68,6053.75,False,8,6055.68,6019.96,2025-02-07 19:35,673
20250207 19:40:00 Europe/Berlin,2025-02-07 19:40:00+01:00,False,6055.45,6042.15,DOWN,6080.0,6005.0,0.8507,0.8462000000000001,0.63,0.61,StrategyEnum.Hold,StrategyEnum.Hold,6055.45,6040.77,0,0,283,6051.35,6054.24,44.28,7.36,0.12172958357667767,6049.505084034078,6034.794915965921,0.6606139701398206,-0.4846890593979,1.1453030295377207,6059.63,6045.36,6031.08,28.6,StrategyEnum.Hold,250,28,,,,666,6055.45,6040.77,6055.45,6040.77,False,8,6055.45,6019.96,2025-02-07 19:40,674
20250207 19:45:00 Europe/Berlin,2025-02-07 19:45:00+01:00,False,6042.22,6039.49,DOWN,6080.0,6000.0,0.8715,0.8654,0.67,0.65,StrategyEnum.Hold,StrategyEnum.Hold,6042.62,6037.63,0,0,291,6048.79,6053.16,42.25,7.19,0.11898603127442026,6046.676149460215,6032.303850539784,-0.14987377206671226,-0.4177260019316625,0.2678522298649502,6059.66,6045.21,6030.75,28.9,StrategyEnum.Hold,255,27,,,,667,6042.62,6037.63,6042.62,6037.63,False,8,6042.62,6019.96,2025-02-07 19:45,675
20250207 19:50:00 Europe/Berlin,2025-02-07 19:50:00+01:00,False,6039.62,6036.78,DOWN,6075.0,6000.0,0.8622,0.8529,0.63,0.61,StrategyEnum.Hold,StrategyEnum.Hold,6040.92,6035.89,0,0,283,6045.61,6052.01,40.22,7.03,0.1164882401625666,6043.812138784486,6029.747861215514,-0.9993456638585485,-0.5340499343170397,-0.4652957295415088,6059.73,6044.81,6029.89,29.8,StrategyEnum.Hold,260,26,,,,668,6040.92,6035.89,6040.92,6035.89,False,8,6040.92,6019.96,2025-02-07 19:50,676
20250207 19:55:00 Europe/Berlin,2025-02-07 19:55:00+01:00,False,6036.82,6031.66,DOWN,6070.0,5995.0,0.8678,0.8571,0.64,0.61,StrategyEnum.Hold,StrategyEnum.Hold,6037.25,6031.26,0,0,279,6041.11,6050.68,36.65,6.96,0.11535299237489588,6038.617700299879,6024.70229970012,-2.0619308136792824,-0.8396261101894883,-1.2223047034897943,6060.0,6044.68,6029.37,30.6,StrategyEnum.Hold,265,25,,,,669,6037.25,6031.26,6037.25,6031.26,False,8,6037.25,6019.96,2025-02-07 19:55,677
20250207 20:00:00 Europe/Berlin,2025-02-07 20:00:00+01:00,False,6031.62,6034.27,DOWN,6070.0,6000.0,0.8557,0.8456,0.59,0.57,StrategyEnum.Hold,StrategyEnum.Hold,6034.68,6030.75,0,0,285,6036.87,6049.38,39.59,6.74,0.11171916392116041,6041.011435992746,6027.528564007255,-2.6627376311889748,-1.2042484143893857,-1.458489216799589,6060.04,6044.66,6029.29,30.8,StrategyEnum.Hold,270,24,,,,670,6034.68,6030.75,6034.68,6030.75,False,8,6035.32,6019.96,2025-02-07 20:00,678
20250207 20:05:00 Europe/Berlin,2025-02-07 20:05:00+01:00,False,6034.3,6031.85,DOWN,6065.0,5995.0,0.8428,0.8683,0.55,0.61,StrategyEnum.Hold,StrategyEnum.Hold,6034.92,6030.15,0,0,282,6034.81,6048.04,37.84,6.6,0.10942943103891452,6038.4506191361215,6025.249380863879,-3.296159067914232,-1.622630545094355,-1.6735285228198769,6060.42,6044.43,6028.43,32.0,StrategyEnum.Hold,275,23,,,,671,6034.92,6030.15,6034.92,6030.15,False,8,6035.32,6019.96,2025-02-07 20:05,679
20250207 20:10:00 Europe/Berlin,2025-02-07 20:10:00+01:00,False,6031.98,6028.75,DOWN,6065.0,5995.0,0.8698,0.8527,0.6,0.56,StrategyEnum.Hold,StrategyEnum.Hold,6032.85,6026.88,0,0,282,6032.66,6047.27,35.65,6.56,0.10873854301658151,6035.305574912112,6022.194425087888,-4.002159805314477,-2.0985363971383793,-1.9036234081760979,6061.04,6044.12,6027.2,33.8,StrategyEnum.Hold,280,22,,,,672,6032.85,6026.88,6032.85,6026.88,False,8,6035.32,6019.96,2025-02-07 20:10,680
20250207 20:15:00 Europe/Berlin,2025-02-07 20:15:00+01:00,False,6028.72,6028.63,DOWN,6065.0,5995.0,0.8761,0.8573999999999999,0.6,0.56,StrategyEnum.Hold,StrategyEnum.Hold,6031.17,6027.88,0,0,276,6031.03,6046.35,35.57,6.32,0.1048715804626756,6034.952319561247,6022.307680438753,-4.519258277006884,-2.58268077311208,-1.9365775038948039,6061.65,6043.43,6025.22,36.4,StrategyEnum.Hold,285,21,,,,673,6031.17,6027.88,6031.17,6027.88,False,8,6035.32,6019.96,2025-02-07 20:15,681
20250207 20:20:00 Europe/Berlin,2025-02-07 20:20:00+01:00,False,6028.62,6027.99,DOWN,6060.0,5995.0,0.8514,0.8587,0.53,0.55,StrategyEnum.Hold,StrategyEnum.Hold,6029.6,6024.33,0,0,279,6030.3,6045.67,35.08,6.25,0.10363577043593,6034.237153878301,6021.742846121699,-4.923945019478197,-3.0509336223853034,-1.8730113970928932,6062.18,6042.77,6023.36,38.8,StrategyEnum.Hold,290,20,,,,674,6029.6,6024.33,6029.6,6024.33,False,8,6035.32,6019.96,2025-02-07 20:20,682
20250207 20:25:00 Europe/Berlin,2025-02-07 20:25:00+01:00,False,6027.95,6025.95,DOWN,6060.0,5995.0,0.8725,0.8496,0.57,0.51,StrategyEnum.Hold,StrategyEnum.Hold,6029.64,6025.95,0,0,283,6028.63,6044.86,33.52,6.06,0.10063973364947926,6032.014500029851,6019.885499970149,-5.347628991277816,-3.5102726961638058,-1.8373562951140099,6062.57,6041.85,6021.13,41.4,StrategyEnum.Hold,295,19,,,,675,6029.64,6025.95,6029.64,6025.95,False,8,6035.32,6019.96,2025-02-07 20:25,683
20250207 20:30:00 Europe/Berlin,2025-02-07 20:30:00+01:00,False,6025.46,6028.9,UP,6060.0,5995.0,0.8571,0.8777,0.52,0.56,StrategyEnum.Hold,StrategyEnum.Hold,6028.93,6023.45,0,0,287,6028.04,6044.01,37.84,6.02,0.09989799180146676,6034.922750027718,6022.877249972281,-5.3833058467762385,-3.8848793262862924,-1.498426520489946,6062.6,6041.14,6019.68,42.9,StrategyEnum.Hold,300,18,,,,676,6028.93,6023.45,6028.93,6023.45,False,8,6035.32,6019.96,2025-02-07 20:30,684
20250207 20:35:00 Europe/Berlin,2025-02-07 20:35:00+01:00,False,6029.02,6031.77,UP,6065.0,6000.0,0.8796,0.869,0.55,0.53,StrategyEnum.Hold,StrategyEnum.Hold,6031.94,6027.24,0,0,282,6028.65,6043.33,41.8,5.93,0.09828405066641419,6037.698267882882,6025.841732117119,-5.120963715366088,-4.132096204102251,-0.9888675112638365,6062.51,6040.66,6018.82,43.7,StrategyEnum.Hold,305,17,,,,677,6031.94,6027.24,6031.94,6027.24,False,8,6035.32,6019.96,2025-02-07 20:35,685
20250207 20:40:00 Europe/Berlin,2025-02-07 20:40:00+01:00,False,6031.75,6033.68,UP,6065.0,6005.0,0.8727,0.8516,0.52,0.48,StrategyEnum.Hold,StrategyEnum.Hold,6034.07,6029.8,0,0,280,6029.66,6042.67,44.34,5.81,0.09628982937380545,6039.489820176962,6027.870179823039,-4.704701775197464,-4.246617318321293,-0.45808445687617017,6061.75,6039.96,6018.17,43.6,StrategyEnum.Hold,310,16,,,,678,6034.07,6029.8,6034.07,6029.8,False,8,6035.32,6019.96,2025-02-07 20:40,686
20250207 20:45:00 Europe/Berlin,2025-02-07 20:45:00+01:00,False,6033.67,6034.37,UP,6065.0,6005.0,0.8751,0.8651,0.51,0.49,StrategyEnum.Hold,StrategyEnum.Hold,6034.66,6029.86,0,0,282,6030.93,6042.01,45.27,5.74,0.09508349942614286,6040.107690164321,6028.632309835679,-4.269913055404686,-4.251276465737972,-0.018636589666714443,6060.06,6039.02,6017.98,42.1,StrategyEnum.Hold,315,15,,,,679,6034.66,6029.86,6034.66,6029.86,False,8,6035.32,6019.96,2025-02-07 20:45,687
20250207 20:50:00 Europe/Berlin,2025-02-07 20:50:00+01:00,False,6034.41,6031.6,DOWN,6060.0,6005.0,0.8654,0.8496,0.47,0.44,StrategyEnum.Hold,StrategyEnum.Hold,6035.32,6030.71,0,0,280,6032.06,6041.35,42.22,5.66,0.09379171143427596,6037.25714086687,6025.942859133131,-4.101575305647202,-4.221336233719818,0.11976092807261551,6057.9,6037.88,6017.85,40.0,StrategyEnum.Hold,320,14,,,,680,6035.32,6030.71,6035.32,6030.71,False,8,6035.32,6019.96,2025-02-07 20:50,688
20250207 20:55:00 Europe/Berlin,2025-02-07 20:55:00+01:00,False,6031.62,6030.48,DOWN,6060.0,6005.0,0.8834,0.8482000000000001,0.49,0.42,StrategyEnum.Hold,StrategyEnum.Hold,6032.87,6029.81,0,0,279,6032.38,6040.6,41.02,5.47,0.09073292349780585,6035.95163080495,6025.008369195049,-4.012289885687096,-4.179526964113274,0.16723707842617763,6055.26,6036.65,6018.03,37.2,StrategyEnum.Hold,325,13,,,,681,6032.87,6029.81,6032.87,6029.81,False,8,6032.87,6019.96,2025-02-07 20:55,689
20250207 21:00:00 Europe/Berlin,2025-02-07 21:00:00+01:00,False,6030.44,6024.85,DOWN,6050.0,6000.0,0.855,0.8521,0.42,0.41,StrategyEnum.Hold,StrategyEnum.Hold,6030.44,6024.1,0,0,279,6031.0,6040.36,35.53,5.54,0.09189464167377664,6030.386514318883,6019.3134856811175,-4.34572962918719,-4.212767497128057,-0.13296213205913254,6053.09,6035.27,6017.45,35.6,StrategyEnum.Hold,330,12,,,,682,6030.44,6024.1,6030.44,6024.1,False,8,6031.21,6019.96,2025-02-07 21:00,690
20250207 21:05:00 Europe/Berlin,2025-02-07 21:05:00+01:00,False,6024.82,6026.69,DOWN,6050.0,6000.0,0.8471,0.8795,0.39,0.44,StrategyEnum.Hold,StrategyEnum.Hold,6028.28,6024.77,0,0,277,6029.6,6039.85,38.43,5.39,0.08946475256077813,6032.081763296104,6021.298236703895,-4.410666982308612,-4.252347394164168,-0.1583195881444439,6050.26,6033.97,6017.69,32.6,StrategyEnum.Hold,335,11,,,,683,6028.28,6024.77,6028.28,6024.77,False,8,6031.21,6019.96,2025-02-07 21:05,691
20250207 21:10:00 Europe/Berlin,2025-02-07 21:10:00+01:00,False,6026.76,6023.33,DOWN,6050.0,6000.0,0.8905,0.8589,0.44,0.39,StrategyEnum.Hold,StrategyEnum.Hold,6027.49,6022.37,0,0,288,6027.39,6039.48,35.31,5.37,0.08919238414793212,6028.702351632098,6017.957648367902,-4.679314002762112,-4.337740715883757,-0.3415732868783552,6046.47,6032.43,6018.4,28.1,StrategyEnum.Hold,340,10,,,,684,6027.49,6022.37,6027.49,6022.37,False,8,6031.21,6019.96,2025-02-07 21:10,692
20250207 21:15:00 Europe/Berlin,2025-02-07 21:15:00+01:00,True,6023.25,6024.82,DOWN,6050.0,6000.0,0.8894,0.886,0.42,0.41,StrategyEnum.Hold,StrategyEnum.Hold,6025.04,6019.96,0,0,290,6026.03,6038.91,37.72,5.35,0.08882372208069435,6030.171469372662,6019.468530627338,-4.717606523028735,-4.413713877312753,-0.3038926457159823,6040.54,6030.9,6021.26,19.3,StrategyEnum.Hold,345,9,,,,685,6025.04,6019.96,6025.04,6019.96,False,8,6031.21,6019.96,2025-02-07 21:15,693
20250207 21:20:00 Europe/Berlin,2025-02-07 21:20:00+01:00,True,6024.88,6024.24,DOWN,6045.0,6000.0,0.8576,0.8942,0.34,0.4,StrategyEnum.Hold,StrategyEnum.Hold,6026.68,6022.74,0,0,288,6024.79,6038.52,37.14,5.25,0.08715871432342819,6029.490650131757,6018.989349868242,-4.740113693916101,-4.478993840633422,-0.26111985328267817,6038.56,6030.01,6021.45,17.1,StrategyEnum.Hold,350,8,,,,686,6026.68,6022.74,6026.68,6022.74,False,8,6031.21,6022.72,2025-02-07 21:20,694
20250207 21:25:00 Europe/Berlin,2025-02-07 21:25:00+01:00,True,6024.31,6022.76,DOWN,6045.0,6000.0,0.8898,0.8951,0.37,0.38,StrategyEnum.Hold,StrategyEnum.Hold,6025.4,6022.76,0,0,286,6024.37,6037.83,35.64,5.06,0.08408396021668443,6027.824175122347,6017.695824877654,-4.8217918056489,-4.5475534336365175,-0.2742383720123822,6037.1,6029.17,6021.24,15.9,StrategyEnum.Hold,355,7,,,,687,6025.4,6022.76,6025.4,6022.76,False,8,6031.21,6022.72,2025-02-07 21:25,695
20250207 21:30:00 Europe/Berlin,2025-02-07 21:30:00+01:00,True,6022.72,6029.07,UP,6050.0,6010.0,0.8933,0.8714999999999999,0.35,0.32,StrategyEnum.Hold,StrategyEnum.Hold,6029.13,6022.72,0,0,284,6024.84,6037.39,45.75,5.16,0.08559040566372929,6034.23030547075,6023.9096945292495,-4.327473610503148,-4.503537469009844,0.17606385850669604,6035.91,6028.78,6021.66,14.2,StrategyEnum.Hold,360,6,,,,688,6029.13,6022.72,6029.13,6022.72,False,8,6031.21,6022.72,2025-02-07 21:30,696
20250207 21:35:00 Europe/Berlin,2025-02-07 21:35:00+01:00,True,6029.02,6025.63,UP,6045.0,6010.0,0.8966,0.8458,0.32,0.26,StrategyEnum.Hold,StrategyEnum.Hold,6029.89,6024.16,0,0,285,6025.3,6037.11,41.89,5.2,0.08631459178750144,6030.830997937125,6020.429002062875,-4.165287291109962,-4.435887433429867,0.27060014231990515,6035.6,6028.48,6021.36,14.2,StrategyEnum.Hold,365,5,,,,689,6029.89,6024.16,6029.89,6024.16,False,8,6031.21,6023.91,2025-02-07 21:35,697
20250207 21:40:00 Europe/Berlin,2025-02-07 21:40:00+01:00,True,6025.67,6025.97,UP,6040.0,6010.0,0.8466,0.8777,0.23,0.27,StrategyEnum.Hold,StrategyEnum.Hold,6028.59,6025.51,0,0,281,6025.53,6036.68,42.4,5.05,0.0837956060928517,6031.0194980844735,6020.920501915527,-3.96362806889465,-4.341435560522823,0.3778074916281735,6034.74,6028.07,6021.39,13.3,StrategyEnum.Hold,370,4,,,,690,6028.59,6025.51,6028.59,6025.51,False,8,6031.21,6023.91,2025-02-07 21:40,698
20250207 21:45:00 Europe/Berlin,2025-02-07 21:45:00+01:00,True,6026.17,6027.16,UP,6040.0,6015.0,0.8599,0.8468,0.21,0.2,StrategyEnum.Hold,StrategyEnum.Hold,6027.97,6025.17,0,0,286,6026.12,6036.39,44.28,4.89,0.08111315528156186,6032.048819649868,6022.2711803501315,-3.6655346262032253,-4.2062553736589035,0.5407207474556781,6034.29,6027.83,6021.38,12.9,StrategyEnum.Hold,375,3,,,,691,6027.97,6025.17,6027.97,6025.17,False,8,6031.21,6023.91,2025-02-07 21:45,699
20250207 21:50:00 Europe/Berlin,2025-02-07 21:50:00+01:00,True,6027.17,6028.47,UP,6040.0,6015.0,0.8825,0.9173,0.19,0.22,StrategyEnum.Hold,StrategyEnum.Hold,6031.21,6027.17,0,0,292,6027.26,6036.15,46.34,4.83,0.08010165034564154,6033.298903960592,6023.641096039409,-3.2857117337671298,-4.022146645680548,0.7364349119134186,6034.27,6027.82,6021.37,12.9,StrategyEnum.Hold,380,2,,,,692,6031.21,6027.17,6031.21,6027.17,False,8,6031.21,6023.91,2025-02-07 21:50,700
20250207 21:55:00 Europe/Berlin,2025-02-07 21:55:00+01:00,True,6028.62,6025.94,DOWN,6035.0,6015.0,0.9066,0.9445,0.15,0.18,StrategyEnum.Hold,StrategyEnum.Hold,6028.62,6023.91,0,0,296,6026.63,6035.92,43.02,4.82,0.0799943381538751,6030.76041082055,6021.11958917945,-3.1525090489949434,-3.8482191263434276,0.6957100773484841,6034.17,6027.68,6021.2,13.0,StrategyEnum.Hold,385,1,,,,693,6059.51,6023.91,6059.51,6023.91,False,8,6028.62,6023.91,2025-02-07 21:55,701
20250210 15:30:00 Europe/Berlin,2025-02-10 15:30:00+01:00,True,6046.4,6054.13,UP,6120.0,5990.0,0.8603,0.8538,1.09,1.06,StrategyEnum.Hold,StrategyEnum.Hold,6059.51,6046.4,0,0,293,6032.33,6036.29,69.36,6.87,0.11354154774998422,6061.003952904796,6047.256047095204,-0.7634470133589275,-3.2312647037465276,2.4678176903876,6042.22,6028.99,6015.76,26.5,StrategyEnum.Hold,0,78,,,,693,6059.51,6023.91,6059.51,6046.4,True,9,6073.38,6044.84,2025-02-10 15:30,702
20250210 15:35:00 Europe/Berlin,2025-02-10 15:35:00+01:00,False,6053.75,6049.5,UP,6110.0,5985.0,0.8415,0.857,1.0,1.07,StrategyEnum.Hold,StrategyEnum.Hold,6055.5,6047.87,0,0,296,6037.04,6036.57,64.12,6.93,0.11452113842035314,6056.427956268739,6042.572043731261,0.747680758302522,-2.4354756113367175,3.1831563696392395,6046.04,6030.17,6014.3,31.7,StrategyEnum.Hold,5,77,,,,694,6055.5,6047.87,6055.5,6047.87,False,9,6073.38,6044.84,2025-02-10 15:35,703
20250210 15:40:00 Europe/Berlin,2025-02-10 15:40:00+01:00,False,6049.25,6049.13,UP,6110.0,5985.0,0.8446,0.8572,1.01,1.06,StrategyEnum.Hold,StrategyEnum.Hold,6049.9,6044.84,0,0,289,6041.43,6036.9,63.7,6.79,0.11232244671501748,6055.924530820972,6042.335469179028,1.8935765251790144,-1.5696651840335711,3.4632417092125856,6049.05,6031.18,6013.31,35.7,StrategyEnum.Hold,10,76,,,,695,6049.9,6044.84,6049.9,6044.84,False,9,6073.38,6044.84,2025-02-10 15:40,704
20250210 15:45:00 Europe/Berlin,2025-02-10 15:45:00+01:00,False,6049.32,6047.79,UP,6110.0,5985.0,0.8515,0.8537,1.03,1.04,StrategyEnum.Hold,StrategyEnum.Hold,6052.35,6047.75,0,0,294,6045.3,6037.01,62.14,6.64,0.1097554415658307,6054.427778619474,6041.152221380526,2.6628843023599984,-0.7231552867548572,3.386039589114856,6051.26,6031.98,6012.7,38.6,StrategyEnum.Hold,15,75,,,,696,6052.35,6047.75,6052.35,6047.75,False,9,6073.38,6046.84,2025-02-10 15:45,705
20250210 15:50:00 Europe/Berlin,2025-02-10 15:50:00+01:00,False,6048.04,6052.36,UP,6115.0,5990.0,0.8546,0.8535,1.03,1.03,StrategyEnum.Hold,StrategyEnum.Hold,6053.32,6046.84,0,0,292,6050.58,6037.16,65.27,6.63,0.10948636099113587,6058.986508718082,6045.733491281917,3.5998304605236626,0.1414418627008469,3.4583885978228155,6054.15,6032.91,6011.68,42.5,StrategyEnum.Hold,20,74,,,,697,6053.32,6046.84,6053.32,6046.84,False,9,6073.38,6046.84,2025-02-10 15:50,706
20250210 15:55:00 Europe/Berlin,2025-02-10 15:55:00+01:00,False,6052.32,6053.79,UP,6115.0,5990.0,0.8506,0.8605,1.01,1.05,StrategyEnum.Hold,StrategyEnum.Hold,6053.91,6050.28,0,0,292,6050.51,6037.55,66.21,6.41,0.10592492275214668,6060.202472381077,6047.377527618923,4.40695545098697,0.9945445803580716,3.4124108706288987,6056.99,6033.89,6010.78,46.2,StrategyEnum.Hold,25,73,,,,698,6053.91,6050.28,6053.91,6050.28,False,9,6073.38,6050.28,2025-02-10 15:55,707
20250210 16:00:00 Europe/Berlin,2025-02-10 16:00:00+01:00,False,6054.02,6059.71,UP,6120.0,6000.0,0.8484,0.846,0.99,0.99,StrategyEnum.Hold,StrategyEnum.Hold,6059.82,6052.37,0,0,289,6052.56,6038.05,69.86,6.49,0.10704442121346588,6066.196581496714,6053.223418503286,5.461347332963669,1.8879051308791912,3.573442202084478,6060.95,6035.29,6009.63,51.3,StrategyEnum.Hold,30,72,,,,699,6059.82,6052.37,6059.82,6052.37,False,9,6073.38,6051.17,2025-02-10 16:00,708
20250210 16:05:00 Europe/Berlin,2025-02-10 16:05:00+01:00,False,6059.59,6064.4,UP,6125.0,6005.0,0.8511,0.8463,1.0,0.98,StrategyEnum.Hold,StrategyEnum.Hold,6065.91,6059.55,0,0,292,6055.61,6038.61,72.4,6.48,0.10681254470738873,6070.877539961234,6057.922460038765,6.5993313164726715,2.8301903679978873,3.769140948474784,6065.48,6036.99,6008.5,57.0,StrategyEnum.Hold,35,71,,,,700,6065.91,6059.55,6065.91,6059.55,False,9,6073.38,6051.17,2025-02-10 16:05,709
20250210 16:10:00 Europe/Berlin,2025-02-10 16:10:00+01:00,False,6064.32,6062.68,UP,6125.0,6000.0,0.8596,0.861,1.03,1.03,StrategyEnum.Hold,StrategyEnum.Hold,6064.94,6061.28,0,0,285,6058.59,6039.17,70.07,6.28,0.10352331158598096,6068.956287106861,6056.4037128931395,7.278500177438218,3.7198523298859536,3.5586478475522645,6068.88,6038.88,6008.88,60.0,StrategyEnum.Hold,40,70,,,,701,6064.94,6061.28,6064.94,6061.28,False,9,6073.38,6051.17,2025-02-10 16:10,710
20250210 16:15:00 Europe/Berlin,2025-02-10 16:15:00+01:00,False,6062.7,6062.83,UP,6125.0,6005.0,0.8608,0.8432999999999999,1.03,0.95,StrategyEnum.Hold,StrategyEnum.Hold,6063.67,6060.9,0,0,290,6060.68,6039.57,70.16,6.03,0.09938985635090354,6068.855838027799,6056.804161972201,7.739632473893835,4.52380835868753,3.2158241152063045,6071.86,6040.69,6009.51,62.3,StrategyEnum.Hold,45,69,,,,702,6063.67,6060.9,6063.67,6060.9,False,9,6073.38,6051.17,2025-02-10 16:15,711
20250210 16:20:00 Europe/Berlin,2025-02-10 16:20:00+01:00,False,6062.82,6063.15,UP,6125.0,6005.0,0.8613,0.8464,1.02,0.96,StrategyEnum.Hold,StrategyEnum.Hold,6065.15,6059.74,0,0,285,6062.55,6040.01,70.37,5.98,0.09865910619467387,6069.131849597242,6057.168150402757,8.03824458679901,5.2266956043098265,2.8115489824891835,6074.25,6042.68,6011.11,63.1,StrategyEnum.Hold,50,68,,,,703,6065.15,6059.74,6065.15,6059.74,False,9,6073.38,6051.17,2025-02-10 16:20,712
20250210 16:25:00 Europe/Berlin,2025-02-10 16:25:00+01:00,False,6063.38,6065.87,UP,6125.0,6005.0,0.8521,0.8591,0.97,1.0,StrategyEnum.Hold,StrategyEnum.Hold,6066.78,6062.37,0,0,290,6063.79,6040.44,72.12,5.87,0.09676393701168605,6071.739574626011,6060.000425373989,8.397576075977668,5.860871698643395,2.5367043773342726,6076.72,6044.73,6012.73,64.0,StrategyEnum.Hold,55,67,,,,704,6066.78,6062.37,6066.78,6062.37,False,9,6073.38,6051.17,2025-02-10 16:25,713
20250210 16:30:00 Europe/Berlin,2025-02-10 16:30:00+01:00,False,6065.92,6066.56,UP,6125.0,6010.0,0.8511,0.8432,0.96,0.93,StrategyEnum.Hold,StrategyEnum.Hold,6068.72,6065.92,0,0,290,6064.22,6040.91,72.57,5.65,0.09319763958739177,6072.213890724153,6060.9061092758475,8.638447458371047,6.416386850588926,2.2220606077821214,6078.74,6046.84,6014.95,63.8,StrategyEnum.Hold,60,66,,,,705,6068.72,6065.92,6068.72,6065.92,False,9,6073.38,6051.17,2025-02-10 16:30,714
20250210 16:35:00 Europe/Berlin,2025-02-10 16:35:00+01:00,False,6066.54,6066.61,UP,6125.0,6010.0,0.8527,0.8452,0.96,0.93,StrategyEnum.Hold,StrategyEnum.Hold,6068.12,6065.41,0,0,290,6065.0,6041.42,72.6,5.44,0.08973071971471408,6072.053612815284,6061.166387184715,8.732709111717668,6.879651302814674,1.853057808902994,6080.02,6049.04,6018.05,62.0,StrategyEnum.Hold,65,65,,,,706,6068.12,6065.41,6068.12,6065.41,False,9,6073.38,6051.17,2025-02-10 16:35,715
20250210 16:40:00 Europe/Berlin,2025-02-10 16:40:00+01:00,False,6066.52,6066.5,UP,6125.0,6010.0,0.855,0.8466,0.96,0.93,StrategyEnum.Hold,StrategyEnum.Hold,6068.19,6064.3,0,0,287,6065.74,6041.79,72.39,5.33,0.08790308202976771,6071.832640471336,6061.167359528664,8.698267853094876,7.243374612870714,1.4548932402241617,6081.36,6050.91,6020.46,60.9,StrategyEnum.Hold,70,64,,,,707,6068.19,6064.3,6068.19,6064.3,False,9,6073.38,6051.17,2025-02-10 16:40,716
20250210 16:45:00 Europe/Berlin,2025-02-10 16:45:00+01:00,False,6066.49,6070.51,UP,6130.0,6015.0,0.8608,0.8441,0.98,0.91,StrategyEnum.Hold,StrategyEnum.Hold,6071.68,6066.45,0,0,290,6067.21,6042.14,75.24,5.33,0.0877242440766528,6075.835309009098,6065.184690990903,8.89204444131883,7.573108578560338,1.3189358627584928,6082.41,6053.15,6023.89,58.5,StrategyEnum.Hold,75,63,,,,708,6071.68,6066.45,6071.68,6066.45,False,9,6073.38,6051.17,2025-02-10 16:45,717
20250210 16:50:00 Europe/Berlin,2025-02-10 16:50:00+01:00,False,6070.65,6069.9,UP,6125.0,6015.0,0.8443,0.8434,0.91,0.9,StrategyEnum.Hold,StrategyEnum.Hold,6071.13,6068.88,0,0,288,6068.02,6042.45,73.99,5.11,0.08411413828689696,6075.005644079876,6064.794355920123,8.893868897148423,7.837260642277955,1.0566082548704676,6082.65,6055.35,6028.05,54.6,StrategyEnum.Hold,80,62,,,,709,6071.13,6068.88,6071.13,6068.88,False,9,6073.38,6051.17,2025-02-10 16:50,718
20250210 16:55:00 Europe/Berlin,2025-02-10 16:55:00+01:00,False,6070.05,6067.17,DOWN,6125.0,6010.0,0.858,0.8553,0.95,0.94,StrategyEnum.Hold,StrategyEnum.Hold,6071.19,6066.83,0,0,285,6068.14,6042.69,68.49,5.05,0.08327414244955382,6072.222383788457,6062.1176162115435,8.576165905024936,7.985041694827351,0.5911242101975853,6081.81,6057.35,6032.89,48.9,StrategyEnum.Hold,85,61,,,,710,6071.19,6066.83,6071.19,6066.83,False,9,6073.38,6051.17,2025-02-10 16:55,719
