date,datetime,narrow_bands,open,close,trend,call_strike,put_strike,call_p,put_p,c_dist_p,p_dist_p,final_signal,temp_signal,high,low,volume,wap,count,SMA5,SMA50,RSI,ATR,ATR_percent,ATR_up,ATR_down,MACD,MACDSignal,MACDHist,bb_up,bb_mid,bb_low,band_width,tech_signal,minutes_since_open,remaining_intervals,SellCall_profit,SellPut_profit,SellIronCondor_profit,day,day_high,day_low,day_high_remaining_2,day_low_remaining_2,new_day,day_group,day_high_remaining,day_low_remaining,date_num,x
20250211 21:00:00 Europe/Berlin,2025-02-11 21:00:00+01:00,True,6072.02,6073.3,UP,6100.0,6045.0,0.8674,0.8812,0.44,0.47,StrategyEnum.Hold,StrategyEnum.Hold,6074.55,6072.02,0,0,275,6073.21,6063.14,65.12,2.97,0.048924171141950516,6076.271311685964,6070.328688314036,3.1313868037150314,2.408445608127186,0.7229411955878455,6075.66,6067.33,6059.0,16.7,StrategyEnum.Hold,330,12,,,,836,6074.55,6072.02,6074.55,6072.02,False,10,6074.55,6064.5,2025-02-11 21:00,846
20250211 21:05:00 Europe/Berlin,2025-02-11 21:05:00+01:00,True,6073.34,6071.28,DOWN,6095.0,6045.0,0.8495,0.8741,0.39,0.43,StrategyEnum.Hold,StrategyEnum.Hold,6073.77,6071.13,0,0,272,6072.56,6063.26,59.84,2.95,0.048550660907388535,6074.227646565538,6068.332353434462,3.0285290245974466,2.532462291421238,0.49606673317620853,6075.32,6067.99,6060.66,14.7,StrategyEnum.Hold,335,11,,,,837,6073.77,6071.13,6073.77,6071.13,False,10,6073.77,6064.5,2025-02-11 21:05,847
20250211 21:10:00 Europe/Berlin,2025-02-11 21:10:00+01:00,True,6071.25,6073.05,UP,6095.0,6050.0,0.8422,0.854,0.36,0.38,StrategyEnum.Hold,StrategyEnum.Hold,6073.25,6071.25,0,0,279,6072.57,6063.44,62.69,2.88,0.04742193008690065,6075.9299575251425,6070.170042474858,3.054625875435704,2.636895008224131,0.41773086721157293,6075.79,6068.47,6061.15,14.6,StrategyEnum.Hold,340,10,,,,838,6073.25,6071.25,6073.25,6071.25,False,10,6073.57,6064.5,2025-02-11 21:10,848
20250211 21:15:00 Europe/Berlin,2025-02-11 21:15:00+01:00,True,6073.1,6071.66,DOWN,6095.0,6050.0,0.8697,0.8518,0.38,0.36,StrategyEnum.Hold,StrategyEnum.Hold,6073.22,6069.95,0,0,278,6072.26,6063.56,59.14,2.91,0.04789164251486554,6074.567817701918,6068.752182298082,2.929378383922085,2.695391683363722,0.23398670055836313,6076.09,6068.64,6061.19,14.9,StrategyEnum.Hold,345,9,,,,839,6073.22,6069.95,6073.22,6069.95,False,10,6073.57,6064.5,2025-02-11 21:15,849
20250211 21:20:00 Europe/Berlin,2025-02-11 21:20:00+01:00,True,6071.63,6069.7,DOWN,6090.0,6050.0,0.8504,0.8431,0.33,0.32,StrategyEnum.Hold,StrategyEnum.Hold,6071.87,6069.62,0,0,287,6071.8,6063.63,54.44,2.86,0.04713298389063135,6072.56083072321,6066.83916927679,2.6415135015813576,2.684616047007249,-0.043102545425891314,6076.14,6068.68,6061.21,14.9,StrategyEnum.Hold,350,8,,,,840,6071.87,6069.62,6071.87,6069.62,False,10,6073.57,6064.5,2025-02-11 21:20,850
20250211 21:25:00 Europe/Berlin,2025-02-11 21:25:00+01:00,True,6069.65,6070.75,DOWN,6090.0,6050.0,0.8537,0.8717,0.32,0.34,StrategyEnum.Hold,StrategyEnum.Hold,6071.48,6068.6,0,0,288,6071.29,6063.71,56.44,2.86,0.04714738635697479,6073.612199957266,6067.887800042734,2.469636303148036,2.641620098235406,-0.17198379508737016,6076.31,6068.79,6061.28,15.0,StrategyEnum.Hold,355,7,,,,841,6071.48,6068.6,6071.48,6068.6,False,10,6073.57,6064.5,2025-02-11 21:25,851
20250211 21:30:00 Europe/Berlin,2025-02-11 21:30:00+01:00,True,6070.69,6071.05,DOWN,6090.0,6050.0,0.8684,0.893,0.31,0.35,StrategyEnum.Hold,StrategyEnum.Hold,6073.57,6069.95,0,0,280,6071.24,6063.79,57.02,2.92,0.048036641631135246,6073.966328531747,6068.133671468253,2.330762300920469,2.579448538772419,-0.24868623785194988,6076.5,6069.06,6061.61,14.9,StrategyEnum.Hold,360,6,,,,842,6073.57,6069.95,6073.57,6069.95,False,10,6073.57,6064.5,2025-02-11 21:30,852
20250211 21:35:00 Europe/Berlin,2025-02-11 21:35:00+01:00,True,6071.04,6066.62,DOWN,6085.0,6050.0,0.8829,0.859,0.3,0.27,StrategyEnum.Hold,StrategyEnum.Hold,6071.14,6066.61,0,0,285,6069.96,6063.84,47.07,3.03,0.04997166098221806,6069.651590779479,6063.588409220521,1.842006176087125,2.43196006623536,-0.5899538901482351,6076.39,6069.17,6061.96,14.4,StrategyEnum.Hold,365,5,,,,843,6071.14,6066.61,6071.14,6066.61,False,10,6071.14,6064.5,2025-02-11 21:35,853
20250211 21:40:00 Europe/Berlin,2025-02-11 21:40:00+01:00,True,6066.25,6067.55,DOWN,6085.0,6050.0,0.8966,0.8979,0.29,0.29,StrategyEnum.Hold,StrategyEnum.Hold,6068.61,6064.76,0,0,282,6069.13,6063.91,49.08,3.09,0.05092745145808692,6070.640048580945,6064.459951419055,1.5122740990691454,2.248022872802117,-0.7357487737329715,6076.36,6069.25,6062.15,14.2,StrategyEnum.Hold,370,4,,,,844,6068.61,6064.76,6068.61,6064.76,False,10,6070.64,6064.5,2025-02-11 21:40,854
20250211 21:45:00 Europe/Berlin,2025-02-11 21:45:00+01:00,True,6067.61,6066.23,DOWN,6080.0,6050.0,0.8751,0.9125,0.23,0.27,StrategyEnum.Hold,StrategyEnum.Hold,6067.68,6064.84,0,0,281,6068.44,6063.91,46.39,3.07,0.05064410627392153,6069.30218796802,6063.157812031979,1.1314039635244626,2.0246990909465863,-0.8932951274221237,6076.25,6069.34,6062.42,13.8,StrategyEnum.Hold,375,3,,,,845,6067.68,6064.84,6067.68,6064.84,False,10,6070.64,6064.5,2025-02-11 21:45,855
20250211 21:50:00 Europe/Berlin,2025-02-11 21:50:00+01:00,True,6066.29,6065.88,DOWN,6080.0,6055.0,0.9258,0.8673,0.23,0.18,StrategyEnum.Hold,StrategyEnum.Hold,6069.29,6065.39,0,0,287,6067.47,6063.9,45.68,3.13,0.05162181577736721,6069.011317398877,6062.748682601124,0.7921877152939487,1.7781968158160588,-0.9860091005221101,6075.95,6069.49,6063.03,12.9,StrategyEnum.Hold,380,2,,,,846,6069.29,6065.39,6069.29,6065.39,False,10,6070.64,6064.5,2025-02-11 21:50,856
20250211 21:55:00 Europe/Berlin,2025-02-11 21:55:00+01:00,True,6065.95,6068.92,UP,6080.0,6060.0,0.9455,0.9015,0.18,0.15,StrategyEnum.Hold,StrategyEnum.Hold,6070.64,6064.5,0,0,292,6067.04,6063.98,52.52,3.35,0.05513704743111558,6072.266223298957,6065.573776701043,0.7598993417195743,1.574537320996762,-0.8146379792771876,6075.69,6069.74,6063.78,11.9,StrategyEnum.Hold,385,1,,,,847,6070.64,6003.0,6070.64,6003.0,False,10,6070.64,6064.5,2025-02-11 21:55,857
20250212 15:30:00 Europe/Berlin,2025-02-12 15:30:00+01:00,False,6025.08,6014.14,DOWN,6075.0,5950.0,0.8428,0.8555,1.01,1.07,StrategyEnum.Hold,StrategyEnum.SellPut,6025.08,6003.0,0,0,292,6056.54,6063.06,15.25,7.82,0.12995671496843159,6021.955778777603,6006.324221222398,-3.6439721685355835,0.5308354230902927,-4.174807591625877,6092.13,6067.16,6042.18,49.9,StrategyEnum.SellPut,0,78,,,,847,6070.64,6003.0,6025.08,6003.0,True,11,6063.0,6003.0,2025-02-12 15:30,858
20250212 15:35:00 Europe/Berlin,2025-02-12 15:35:00+01:00,False,6014.04,6018.99,DOWN,6080.0,5955.0,0.8447,0.8563000000000001,1.01,1.06,StrategyEnum.Hold,StrategyEnum.SellPut,6020.12,6010.77,0,0,294,6046.83,6062.23,20.62,7.93,0.13167268940094015,6026.915366007774,6011.064633992226,-6.665877515106331,-0.9085071645490321,-5.757370350557299,6097.49,6064.85,6032.2,65.3,StrategyEnum.SellPut,5,77,,,,848,6020.12,6010.77,6020.12,6010.77,False,11,6063.0,6010.77,2025-02-12 15:35,859
20250212 15:40:00 Europe/Berlin,2025-02-12 15:40:00+01:00,False,6018.97,6024.5,DOWN,6085.0,5960.0,0.8441,0.8594999999999999,1.0,1.07,StrategyEnum.Hold,StrategyEnum.SellPut,6025.01,6017.2,0,0,299,6038.49,6061.61,26.33,7.92,0.13141547976839552,6032.417125578647,6016.582874421353,-8.517958598429686,-2.430397451325163,-6.087561147104523,6099.84,6062.77,6025.71,74.1,StrategyEnum.SellPut,10,76,,,,849,6025.01,6017.2,6025.01,6017.2,False,11,6063.0,6013.87,2025-02-12 15:40,860
20250212 15:45:00 Europe/Berlin,2025-02-12 15:45:00+01:00,False,6024.35,6029.72,DOWN,6090.0,5970.0,0.8446,0.8423,1.0,0.99,StrategyEnum.SellPut,StrategyEnum.Hold,6029.73,6023.26,0,0,296,6031.25,6061.17,31.37,7.81,0.1295874346717002,6037.533759465887,6021.906240534114,-9.455538266578515,-3.8354256143758336,-5.620112652202681,6100.41,6060.81,6021.2,79.2,StrategyEnum.Hold,15,75,,True,,850,6029.73,6023.26,6029.73,6023.26,False,11,6063.0,6013.87,2025-02-12 15:45,861
20250212 15:50:00 Europe/Berlin,2025-02-12 15:50:00+01:00,False,6029.59,6034.04,UP,6095.0,5970.0,0.8488,0.8606,1.01,1.06,StrategyEnum.Hold,StrategyEnum.Hold,6034.56,6026.83,0,0,293,6024.28,6060.81,35.31,7.81,0.12939550693887655,6041.847776646895,6026.232223353105,-9.737738425194948,-5.015888176539656,-4.721850248655292,6099.5,6058.78,6018.06,81.4,StrategyEnum.Hold,20,74,,,,851,6034.56,6026.83,6034.56,6026.83,False,11,6063.0,6013.87,2025-02-12 15:50,862
20250212 15:55:00 Europe/Berlin,2025-02-12 15:55:00+01:00,False,6034.09,6031.64,UP,6095.0,5970.0,0.8598,0.8532,1.05,1.02,StrategyEnum.Hold,StrategyEnum.Hold,6034.09,6030.65,0,0,293,6027.78,6060.29,34.14,7.5,0.12427453562692514,6039.135792600689,6024.144207399312,-10.03931702895261,-6.020573947022247,-4.018743081930363,6098.52,6056.71,6014.91,83.6,StrategyEnum.Hold,25,73,,,,852,6034.09,6030.65,6034.09,6030.65,False,11,6063.0,6013.87,2025-02-12 15:55,863
20250212 16:00:00 Europe/Berlin,2025-02-12 16:00:00+01:00,False,6031.82,6017.04,DOWN,6080.0,5955.0,0.8605,0.857,1.05,1.03,StrategyEnum.Hold,StrategyEnum.Hold,6032.29,6017.04,0,0,290,6027.39,6059.41,28.04,8.05,0.1337811375324344,6025.089664557781,6008.990335442219,-11.325860755213398,-7.081631308660477,-4.244229446552921,6098.36,6053.9,6009.44,88.9,StrategyEnum.Hold,30,72,,,,853,6032.29,6017.04,6032.29,6017.04,False,11,6063.0,6013.87,2025-02-12 16:00,864
20250212 16:05:00 Europe/Berlin,2025-02-12 16:05:00+01:00,False,6016.93,6021.15,DOWN,6080.0,5960.0,0.8458,0.855,0.98,1.02,StrategyEnum.Hold,StrategyEnum.Hold,6023.38,6016.11,0,0,290,6026.72,6058.6,31.74,7.99,0.1327649075712413,6029.143974232225,6013.156025767774,-11.876903723022224,-8.040685791532827,-3.836217931489397,6097.18,6051.36,6005.54,91.6,StrategyEnum.Hold,35,71,,,,854,6023.38,6016.11,6023.38,6016.11,False,11,6063.0,6013.87,2025-02-12 16:05,865
20250212 16:10:00 Europe/Berlin,2025-02-12 16:10:00+01:00,False,6021.21,6016.55,DOWN,6075.0,5955.0,0.846,0.8585,0.97,1.02,StrategyEnum.Hold,StrategyEnum.Hold,6021.93,6013.87,0,0,293,6024.08,6057.73,29.88,8.0,0.13294479990186087,6024.548690358495,6008.551309641505,-12.540234780729406,-8.940595589372142,-3.599639191357264,6095.57,6048.52,6001.47,94.1,StrategyEnum.Hold,40,70,,,,855,6021.93,6013.87,6021.93,6013.87,False,11,6063.0,6013.87,2025-02-12 16:10,866
20250212 16:15:00 Europe/Berlin,2025-02-12 16:15:00+01:00,False,6016.53,6030.24,UP,6090.0,5970.0,0.8526,0.8545,0.99,1.0,StrategyEnum.Hold,StrategyEnum.Hold,6030.34,6015.61,0,0,292,6023.32,6057.17,40.93,8.48,0.14061626386398363,6038.719498190031,6021.760501809968,-11.824950170320335,-9.517466505561782,-2.3074836647585535,6092.95,6046.47,6000.0,92.9,StrategyEnum.Hold,45,69,,,,856,6030.34,6015.61,6030.34,6015.61,False,11,6063.0,6015.61,2025-02-12 16:15,867
20250212 16:20:00 Europe/Berlin,2025-02-12 16:20:00+01:00,False,6030.39,6038.0,UP,6095.0,5980.0,0.8426,0.8468,0.94,0.96,StrategyEnum.Hold,StrategyEnum.Hold,6040.6,6029.14,0,0,292,6024.6,6056.78,46.11,8.69,0.143961430547496,6046.692391176458,6029.307608823542,-10.510753393842606,-9.716123883217946,-0.7946295106246595,6089.67,6044.72,5999.77,89.9,StrategyEnum.Hold,50,68,,,,857,6040.6,6029.14,6040.6,6029.14,False,11,6063.0,6019.63,2025-02-12 16:20,868
20250212 16:25:00 Europe/Berlin,2025-02-12 16:25:00+01:00,False,6037.9,6032.62,UP,6090.0,5975.0,0.8462,0.8472,0.95,0.96,StrategyEnum.Hold,StrategyEnum.Hold,6039.88,6030.74,0,0,289,6027.71,6056.28,43.28,8.72,0.14461980425225315,6041.344363235282,6023.895636764718,-9.790505168467462,-9.731000140267849,-0.05950502819961301,6086.24,6042.77,5999.3,86.9,StrategyEnum.Hold,55,67,,,,858,6039.88,6030.74,6039.88,6030.74,False,11,6063.0,6019.63,2025-02-12 16:25,869
20250212 16:30:00 Europe/Berlin,2025-02-12 16:30:00+01:00,False,6032.59,6036.54,UP,6095.0,5980.0,0.8524,0.8443,0.97,0.94,StrategyEnum.Hold,StrategyEnum.Hold,6037.58,6032.47,0,0,288,6030.79,6055.89,45.89,8.47,0.14024912338462245,6045.006194432762,6028.073805567238,-8.801928864615547,-9.54518588513739,0.7432570205218418,6082.84,6041.11,5999.38,83.5,StrategyEnum.Hold,60,66,,,,859,6037.58,6032.47,6037.58,6032.47,False,11,6063.0,6019.63,2025-02-12 16:30,870
20250212 16:35:00 Europe/Berlin,2025-02-12 16:35:00+01:00,False,6036.67,6045.93,UP,6105.0,5990.0,0.8563,0.8431,0.98,0.93,StrategyEnum.Hold,StrategyEnum.Hold,6049.15,6035.48,0,0,293,6036.67,6055.69,51.63,8.84,0.14617924505281973,6054.767894830422,6037.092105169579,-7.178036559721477,-9.071756020054206,1.8937194603327292,6079.42,6039.87,6000.32,79.1,StrategyEnum.Hold,65,65,,,,860,6049.15,6035.48,6049.15,6035.48,False,11,6063.0,6019.63,2025-02-12 16:35,871
20250212 16:40:00 Europe/Berlin,2025-02-12 16:40:00+01:00,False,6045.92,6042.76,UP,6100.0,5985.0,0.8507,0.8529,0.95,0.96,StrategyEnum.Hold,StrategyEnum.Hold,6046.44,6040.21,0,0,292,6039.17,6055.45,49.71,8.65,0.14317326235443603,6051.411616628249,6034.108383371751,-6.076832770306282,-8.47277137010462,2.3959385997983382,6075.38,6038.45,6001.53,73.9,StrategyEnum.Hold,70,64,,,,861,6046.44,6040.21,6046.44,6040.21,False,11,6063.0,6019.63,2025-02-12 16:40,872
20250212 16:45:00 Europe/Berlin,2025-02-12 16:45:00+01:00,False,6042.73,6037.98,DOWN,6095.0,5980.0,0.8519,0.8559,0.94,0.96,StrategyEnum.Hold,StrategyEnum.SellIronCondor,6043.73,6036.23,0,0,293,6039.17,6055.08,46.89,8.57,0.14192425774281647,6046.54935829766,6029.4106417023395,-5.5261251544361585,-7.8834421269709285,2.35731697253477,6071.61,6037.02,6002.43,69.2,StrategyEnum.SellIronCondor,75,63,,,,862,6043.73,6036.23,6043.73,6036.23,False,11,6063.0,6019.63,2025-02-12 16:45,873
20250212 16:50:00 Europe/Berlin,2025-02-12 16:50:00+01:00,False,6038.23,6040.88,UP,6100.0,5985.0,0.8624,0.8488,0.98,0.93,StrategyEnum.SellIronCondor,StrategyEnum.Hold,6041.46,6038.04,0,0,286,6040.82,6054.77,48.79,8.21,0.13583836634678662,6049.08583270497,6032.67416729503,-4.80034425705071,-7.266822552986885,2.4664782959361746,6067.4,6035.69,6003.97,63.4,StrategyEnum.Hold,80,62,,,True,863,6041.46,6038.04,6041.46,6038.04,False,11,6063.0,6019.63,2025-02-12 16:50,874
20250212 16:55:00 Europe/Berlin,2025-02-12 16:55:00+01:00,False,6040.96,6042.45,UP,6100.0,5985.0,0.8578,0.8573999999999999,0.95,0.95,StrategyEnum.Hold,StrategyEnum.Hold,6043.29,6040.71,0,0,289,6042.0,6054.44,49.84,7.8,0.12915270315447597,6050.253987511757,6034.646012488242,-4.051765556740065,-6.623811153737521,2.572045596997456,6063.18,6034.5,6005.81,57.4,StrategyEnum.Hold,85,61,,,,864,6043.29,6040.71,6043.29,6040.71,False,11,6063.0,6019.63,2025-02-12 16:55,875
20250212 17:00:00 Europe/Berlin,2025-02-12 17:00:00+01:00,False,6042.59,6038.01,DOWN,6095.0,5980.0,0.8576,0.8619,0.94,0.96,StrategyEnum.Hold,StrategyEnum.Hold,6042.59,6037.44,0,0,289,6040.42,6054.05,46.91,7.61,0.1261080550579339,6045.6244169752035,6030.395583024797,-3.7732863407509285,-6.053706191140202,2.280419850389274,6058.02,6033.1,6008.19,49.8,StrategyEnum.Hold,90,60,,,,865,6042.59,6037.44,6042.59,6037.44,False,11,6063.0,6019.63,2025-02-12 17:00,876
20250212 17:05:00 Europe/Berlin,2025-02-12 17:05:00+01:00,False,6038.06,6033.21,DOWN,6090.0,5980.0,0.859,0.8432999999999999,0.94,0.88,StrategyEnum.Hold,StrategyEnum.Hold,6038.73,6032.18,0,0,292,6038.51,6053.55,43.91,7.54,0.12494819824372749,6040.74838719126,6025.67161280874,-3.8950101875880137,-5.621966990429764,1.7269568028417508,6050.06,6031.32,6012.58,37.5,StrategyEnum.Hold,95,59,,,,866,6038.73,6032.18,6038.73,6032.18,False,11,6063.0,6019.63,2025-02-12 17:05,877
20250212 17:10:00 Europe/Berlin,2025-02-12 17:10:00+01:00,False,6033.46,6027.45,DOWN,6080.0,5975.0,0.8426,0.8421,0.87,0.87,StrategyEnum.Hold,StrategyEnum.Hold,6035.68,6026.11,0,0,288,6036.4,6052.83,40.56,7.68,0.1274751742757666,6035.133502391885,6019.766497608115,-4.405477472858365,-5.378669086915485,0.9731916140571197,6049.12,6031.98,6014.85,34.3,StrategyEnum.Hold,100,58,,,,867,6035.68,6026.11,6035.68,6026.11,False,11,6063.0,6019.63,2025-02-12 17:10,878
20250212 17:15:00 Europe/Berlin,2025-02-12 17:15:00+01:00,False,6027.35,6027.34,DOWN,6080.0,5975.0,0.8452,0.8437,0.87,0.87,StrategyEnum.Hold,StrategyEnum.Hold,6028.72,6026.04,0,0,283,6033.69,6052.02,40.5,7.33,0.12154796915211273,6034.666109363893,6020.013890636107,-4.763986286413456,-5.255732526815079,0.49174624040162307,6048.63,6032.4,6016.18,32.4,StrategyEnum.Hold,105,57,,,,868,6028.72,6026.04,6028.72,6026.04,False,11,6063.0,6019.63,2025-02-12 17:15,879
20250212 17:20:00 Europe/Berlin,2025-02-12 17:20:00+01:00,False,6027.32,6024.14,DOWN,6080.0,5970.0,0.8617,0.8542,0.93,0.9,StrategyEnum.Hold,StrategyEnum.Hold,6028.86,6022.04,0,0,284,6030.03,6051.12,38.6,7.29,0.12101243820766838,6031.429958695044,6016.850041304957,-5.245849473256385,-5.25375591610334,0.007906442846954853,6048.65,6032.38,6016.12,32.5,StrategyEnum.Hold,110,56,,,,869,6028.86,6022.04,6028.86,6022.04,False,11,6063.0,6019.63,2025-02-12 17:20,880
20250212 17:25:00 Europe/Berlin,2025-02-12 17:25:00+01:00,False,6024.17,6023.96,DOWN,6075.0,5970.0,0.8421,0.8555,0.85,0.9,StrategyEnum.Hold,StrategyEnum.Hold,6024.49,6019.63,0,0,284,6027.22,6050.23,38.49,7.12,0.11813475217010108,6031.076390216826,6016.843609783174,-5.577954825076631,-5.318595697897998,-0.25935912717863285,6048.74,6032.1,6015.46,33.3,StrategyEnum.Hold,115,55,,,,870,6024.49,6019.63,6024.49,6019.63,False,11,6063.0,6019.63,2025-02-12 17:25,881
20250212 17:30:00 Europe/Berlin,2025-02-12 17:30:00+01:00,False,6023.93,6027.32,UP,6080.0,5975.0,0.8518,0.8502000000000001,0.87,0.87,StrategyEnum.Hold,StrategyEnum.Hold,6028.12,6023.9,0,0,286,6026.04,6049.46,41.8,6.91,0.11463644208932772,6034.229505201338,6020.410494798662,-5.5065507010040164,-5.356186698519202,-0.15036400248481474,6048.5,6031.76,6015.02,33.5,StrategyEnum.Hold,120,54,,,,871,6028.12,6023.9,6028.12,6023.9,False,11,6063.0,6023.9,2025-02-12 17:30,882
20250212 17:35:00 Europe/Berlin,2025-02-12 17:35:00+01:00,False,6027.26,6031.56,UP,6085.0,5980.0,0.8574,0.8487,0.89,0.85,StrategyEnum.Hold,StrategyEnum.Hold,6032.51,6026.56,0,0,285,6026.86,6048.8,45.76,6.84,0.11341956501350502,6038.400969115529,6024.719030884472,-5.049620966176917,-5.294873552050745,0.24525258587382748,6048.5,6031.76,6015.02,33.5,StrategyEnum.SellIronCondor,125,53,,,,872,6032.51,6026.56,6032.51,6026.56,False,11,6063.0,6026.56,2025-02-12 17:35,883
20250212 17:40:00 Europe/Berlin,2025-02-12 17:40:00+01:00,False,6031.57,6038.91,UP,6090.0,5985.0,0.8485,0.8614999999999999,0.85,0.89,StrategyEnum.Hold,StrategyEnum.Hold,6039.07,6031.39,0,0,289,6029.18,6048.26,51.88,6.9,0.11427393176899085,6045.810899892991,6032.009100107009,-4.04775725979016,-5.045450293598628,0.997693033808468,6048.42,6032.85,6017.28,31.1,StrategyEnum.Hold,130,52,,,,873,6039.07,6031.39,6039.07,6031.39,False,11,6063.0,6031.39,2025-02-12 17:40,884
20250212 17:45:00 Europe/Berlin,2025-02-12 17:45:00+01:00,False,6038.85,6038.86,UP,6090.0,5985.0,0.8511,0.8636,0.85,0.89,StrategyEnum.Hold,StrategyEnum.Hold,6039.5,6036.13,0,0,285,6032.12,6047.75,51.84,6.65,0.1100984748408993,6045.508692757777,6032.211307242223,-3.2206816236193845,-4.680496559602779,1.4598149359833945,6048.54,6033.74,6018.93,29.6,StrategyEnum.Hold,135,51,,,,874,6039.5,6036.13,6039.5,6036.13,False,11,6063.0,6036.13,2025-02-12 17:45,885
20250212 17:50:00 Europe/Berlin,2025-02-12 17:50:00+01:00,True,6038.8,6044.48,UP,6095.0,5995.0,0.8503,0.8452999999999999,0.84,0.82,StrategyEnum.Hold,StrategyEnum.Hold,6045.21,6038.6,0,0,285,6036.23,6047.38,56.22,6.65,0.1099503843070778,6051.125928989364,6037.834071010635,-2.0876658787728957,-4.161930423436802,2.0742645446639063,6048.37,6035.13,6021.89,26.5,StrategyEnum.Hold,140,50,,,,875,6045.21,6038.6,6045.21,6038.6,False,11,6063.0,6038.6,2025-02-12 17:50,886
20250212 17:55:00 Europe/Berlin,2025-02-12 17:55:00+01:00,False,6044.47,6051.79,UP,6105.0,6000.0,0.8649,0.8584,0.88,0.86,StrategyEnum.Hold,StrategyEnum.Hold,6052.52,6044.39,0,0,280,6041.12,6047.14,61.16,6.75,0.11156920616136246,6058.541934061553,6045.038065938447,-0.5930505131091195,-3.4481544413712655,2.855103928262146,6051.09,6036.21,6021.33,29.8,StrategyEnum.Hold,145,49,,,,876,6052.52,6044.39,6052.52,6044.39,False,11,6063.0,6043.22,2025-02-12 17:55,887
20250212 18:00:00 Europe/Berlin,2025-02-12 18:00:00+01:00,False,6051.88,6051.35,UP,6100.0,6000.0,0.8458,0.8589,0.8,0.85,StrategyEnum.Hold,StrategyEnum.Hold,6054.83,6050.38,0,0,287,6045.08,6046.85,60.72,6.59,0.10886017500249075,6057.937510200014,6044.762489799987,0.5496031268057777,-2.648602927735857,3.1982060545416346,6053.15,6036.88,6020.6,32.5,StrategyEnum.Hold,150,48,,,,877,6054.83,6050.38,6054.83,6050.38,False,11,6063.0,6043.22,2025-02-12 18:00,888
20250212 18:05:00 Europe/Berlin,2025-02-12 18:05:00+01:00,False,6051.31,6051.14,UP,6100.0,6000.0,0.8494,0.8604,0.81,0.85,StrategyEnum.Hold,StrategyEnum.Hold,6053.2,6048.97,0,0,290,6047.52,6046.57,60.49,6.42,0.10608111222510078,6057.559116614299,6044.720883385702,1.4218291623301411,-1.8345165097226572,3.2563456720527983,6055.08,6037.8,6020.53,34.6,StrategyEnum.Hold,155,47,,,,878,6053.2,6048.97,6053.2,6048.97,False,11,6063.0,6043.22,2025-02-12 18:05,889
20250212 18:10:00 Europe/Berlin,2025-02-12 18:10:00+01:00,False,6051.27,6055.03,UP,6105.0,6005.0,0.8573,0.8576,0.83,0.83,StrategyEnum.Hold,StrategyEnum.Hold,6056.55,6049.19,0,0,288,6050.76,6046.35,63.22,6.49,0.10712288081842006,6061.516322570419,6048.54367742958,2.399307347857757,-0.9877517382065742,3.3870590860643315,6057.54,6038.73,6019.91,37.6,StrategyEnum.Hold,160,46,,,,879,6056.55,6049.19,6056.55,6049.19,False,11,6063.0,6043.22,2025-02-12 18:10,890
20250212 18:15:00 Europe/Berlin,2025-02-12 18:15:00+01:00,False,6055.0,6054.55,UP,6105.0,6005.0,0.8623,0.8579,0.83,0.82,StrategyEnum.Hold,StrategyEnum.Hold,6057.34,6054.02,0,0,288,6052.77,6046.06,62.64,6.26,0.10339590345331108,6060.810156672533,6048.289843327468,3.0995047029246052,-0.17030044998033833,3.2698051529049437,6058.98,6039.16,6019.33,39.6,StrategyEnum.Hold,165,45,,,,880,6057.34,6054.02,6057.34,6054.02,False,11,6063.0,6043.22,2025-02-12 18:15,891
20250212 18:20:00 Europe/Berlin,2025-02-12 18:20:00+01:00,False,6054.45,6055.87,UP,6105.0,6010.0,0.8585,0.842,0.81,0.76,StrategyEnum.Hold,StrategyEnum.Hold,6057.43,6053.8,0,0,286,6053.59,6045.69,63.62,6.07,0.10027111445226097,6061.94228833878,6049.79771166122,3.7180695286560876,0.6073735457469469,3.1106959829091405,6060.9,6039.81,6018.73,42.2,StrategyEnum.Hold,170,44,,,,881,6057.43,6053.8,6057.43,6053.8,False,11,6063.0,6043.22,2025-02-12 18:20,892
20250212 18:25:00 Europe/Berlin,2025-02-12 18:25:00+01:00,False,6055.85,6056.25,UP,6105.0,6010.0,0.8594,0.8467,0.8,0.76,StrategyEnum.Hold,StrategyEnum.Hold,6057.06,6054.51,0,0,288,6054.57,6045.35,63.92,5.82,0.09611056866182155,6062.070696314581,6050.429303685419,4.190642317720631,1.3240273001416836,2.866615017578947,6062.97,6040.73,6018.49,44.5,StrategyEnum.Hold,175,43,,,,882,6057.06,6054.51,6057.06,6054.51,False,11,6063.0,6043.22,2025-02-12 18:25,893
20250212 18:30:00 Europe/Berlin,2025-02-12 18:30:00+01:00,False,6056.13,6054.99,DOWN,6100.0,6010.0,0.843,0.8429,0.74,0.74,StrategyEnum.Hold,StrategyEnum.Hold,6056.54,6052.44,0,0,285,6055.34,6044.99,62.13,5.7,0.0941007241129816,6060.687789434968,6049.292210565031,4.41262222576006,1.941746285265359,2.470875940494701,6064.53,6041.43,6018.34,46.2,StrategyEnum.Hold,180,42,,,,883,6056.54,6052.44,6056.54,6052.44,False,11,6063.0,6043.22,2025-02-12 18:30,894
